planet_name,planetary_mass,planetary_radius,orbital_period,star_mass,star_radius,star_teff,semi_major_axis,planet_updated,planet_discovered
109 Psc b,1825.9203480589085,12.912767999999998,1075.4,1.13,1.79,5600.0,2.051,2024-06-14,2000
51 Peg b,149.43105756358818,21.297099999999997,4.2308,1.03,1.176,5758.0,0.052,2024-09-01,1995
55 Cnc Ae,8.59387550200806,1.9470032999999998,0.7365478,0.9,0.963,5250.0,0.015439,2024-06-19,2004
AF Lep b,1192.2690763052249,14.5717,8875.0,1.2,1.25,6130.0,8.98,2024-11-12,2023
AU Mic b,8.90227576974568,4.7896057,8.463446,0.5,0.75,3700.0,0.07,2024-07-26,2020
AU Mic c,14.497991967871537,2.5197832,18.859023,0.5,0.75,3700.0,0.119,2025-05-26,2020
BD-14 3065 Ab,3932.898259705502,21.63337,4.2889731,1.41,2.35,6935.0,0.0656,2025-11-29,2024
BD+20 594 b,22.255689424364203,2.57807,41.6855,1.67,1.08,5766.0,0.241,2021-02-05,2016
beta Pic b,3783.467202141914,15.132150000000001,7707.0,1.73,1.8,8052.0,9.93,2025-11-17,2008
beta Pic c,2826.4725568942536,13.4508,1227.0,1.73,1.8,8052.0,2.68,2024-03-24,2019
CoRoT-10 b,874.3306559571649,10.872729999999999,13.2406,0.89,0.79,5075.0,0.1055,2014-08-29,2010
CoRoT-11 b,740.7965194109798,16.028869999999998,2.994325,1.27,1.36,6343.0,0.04351,2014-08-17,2010
CoRoT-12 b,291.549531459171,16.14096,2.8280517,1.078,1.116,5675.0,0.04016,2021-12-21,2010
CoRoT-13 b,415.86345381526246,9.919965,4.0350906,1.09,1.01,5945.0,0.051,2021-12-21,2010
CoRoT-14 b,2416.3319946452557,12.21781,1.51214,1.13,1.21,6035.0,0.027,2014-01-24,2010
CoRoT-16 b,170.0970548862121,13.114529999999998,5.35227,1.098,1.19,5650.0,0.0618,2014-01-24,2010
CoRoT-17 b,772.5903614457858,11.43318,3.768125,1.04,1.59,5740.0,0.0461,2014-01-24,2010
CoRoT-18 b,1103.2463186077682,14.68379,1.90009057,0.95,1.0,5440.0,0.0295,2021-12-21,2011
CoRoT-19 b,352.91164658634665,14.45961,3.8971372,1.21,1.65,6090.0,0.0518,2021-12-21,2011
CoRoT-1 b,327.4765729585018,16.70141,1.50896848,0.95,1.11,6298.0,0.0254,2021-12-21,2007
CoRoT-20 b,1348.0589022757745,9.41556,9.2431839,1.14,0.92,5880.0,0.0902,2021-12-21,2011
CoRoT-21 b,718.5408299866156,14.5717,2.72474,1.29,1.95,6200.0,0.0417,2014-01-24,2011
CoRoT-22 b,19.076305220883597,4.8803986,9.75598,1.099,1.136,5939.0,0.092,2024-08-06,2011
CoRoT-23 b,890.2275769745679,12.10572,3.6314,1.14,1.61,5900.0,0.0477,2025-01-30,2011
CoRoT-24 b,5.722891566265079,3.69897,5.1134,0.91,0.86,4950.0,0.056,2025-02-19,2011
CoRoT-24 c,27.97858099062928,4.93196,11.759,0.91,0.86,4950.0,0.098,2019-06-13,2011
CoRoT-25 b,85.8433734939762,12.10572,4.86069,1.09,1.19,6040.0,0.0578,2014-05-21,2012
CoRoT-26 b,165.3279785809912,14.123339999999999,4.20474,1.09,1.79,5590.0,0.0526,2014-05-27,2012
CoRoT-27 b,3303.3801874163437,11.287462999999999,3.57532,1.05,1.08,5900.0,0.0476,2014-07-10,2012
CoRoT-29 b,270.247657295851,10.0881,2.85057,0.976,0.9,5260.0,0.039,2015-04-27,2012
CoRoT-2 Ab,1052.3761713520787,16.421185,1.7429964,0.972,0.938,5529.0,0.0281,2024-08-03,2007
CoRoT-30 b,922.021419009374,11.309880999999999,9.06005,0.98,0.91,5660.0,0.0844,2019-09-02,2017
CoRoT-31 b,267.06827309237036,16.36514,4.62941,1.25,2.15,5370.0,0.0586,2019-09-02,2017
CoRoT-32 b,47.690763052209,6.389129999999999,6.71837,1.09,0.79,5970.0,0.071,2017-09-13,2017
CoRoT-35 b,349.732262382866,18.83112,3.22748,1.01,1.65,6390.0,0.0429,2022-07-19,2022
CoRoT-36 b,216.19812583668082,15.804689999999999,5.616531,1.32,1.52,6730.0,0.066,2022-07-19,2022
CoRoT-4 b,228.9156626506032,13.338709999999999,9.20166201,1.1,1.15,6190.0,0.09,2021-12-21,2008
CoRoT-5 b,148.47724230254403,14.90797,4.0379148,1.0,1.186,6100.0,0.04947,2021-12-21,2008
CoRoT-6 b,941.0977242302575,13.069693999999998,8.886593,1.055,1.025,6090.0,0.0855,2025-02-19,2009
CoRoT-7 Ab,6.063085676037504,1.524424,0.8535,0.93,0.87,5313.0,0.0172,2025-11-24,2009
CoRoT-8 b,68.61111111111134,6.3801628,6.21229,0.88,0.77,5080.0,0.063,2025-11-24,2010
CoRoT-9 Ab,267.06827309237036,10.53646,95.273804,0.99,0.94,5625.0,0.407,2024-08-03,2010
DH Tau b,3815.26104417672,29.1434,2722900.0,0.41,1.26,3600.0,330.0,2025-08-16,2005
DS Tuc Ab,14.402610441767118,5.6997765,8.138268,0.959,0.872,5597.0,0.0795,2024-08-04,2019
G 9-40 b,4.13319946452478,1.9055300000000002,5.7459982,0.29,0.31,3348.0,0.0418,2022-08-16,2019
Gaia-1 b,534.1365461847407,13.775861,3.042524,0.93,0.962,5370.0,0.04047,2022-07-06,2021
Gaia-2 b,245.76639892905038,14.874343,3.6915237,1.0,1.064,5720.0,0.0467,2022-07-06,2021
GJ 1018 b,2.6802208835341457,1.5199403999999999,7.397225,0.427,0.428,3433.0,0.0559,2023-05-11,2023
GJ 1132 b,1.659638554216873,1.1601314999999999,1.628931,0.181,0.207,3270.0,0.0154,2023-11-22,2015
GJ 1214 b,8.174196787148622,2.74205767,1.580404497,0.15,0.216,3026.0,0.01411,2025-11-24,2009
GJ 1252 b,1.319444444444449,1.1803077,0.5182349,0.381,0.391,3458.0,0.00916,2022-08-22,2018
GJ 143 b,22.700803212851486,2.6105761,35.61253,0.76,0.73,4640.0,0.1932,2024-07-12,2018
GJ 143 c,3.700803212851418,0.8920122199999999,7.78993,0.76,0.73,4640.0,0.0695,2025-02-19,2018
GJ 3090 b,3.3415327978581106,2.1297099999999998,2.8531054,0.519,0.516,3556.0,0.03165,2022-07-29,2022
GJ 341 b,0.7217202141900961,0.9202589,7.576863,0.522,0.525,3745.0,0.0608,2024-06-13,2023
GJ 3470 b,13.893908969210223,4.35200634,3.336649,0.51,0.48,3652.0,0.03557,2024-07-20,2012
GJ 3473 Ab,1.859939759036151,1.26403893,1.1980035,0.36,0.364,3347.0,0.01589,2025-03-12,2020
GJ 357 b,2.0875836680053617,1.16696899,3.93086,0.342,0.337,3505.0,0.033,2020-07-21,2019
GJ 367  b,0.546218206157967,0.5895934,0.3219225,0.454,0.457,3522.0,0.0069,2024-03-24,2021
GJ 3929 b,1.2113453815261086,1.1500434,2.6162745,0.309,0.35,3369.0,0.02569,2022-02-03,2022
GJ 436 b,18.55488621151278,3.6450547099999997,2.64394,0.452,0.464,3684.0,0.02887,2025-11-24,2004
GJ 486 b,2.820113788487292,1.3050638700000001,1.467119,0.323,0.328,3340.0,0.01734,2023-05-02,2021
GJ 777 Ad,11.509370816599773,2.01762,88.69,0.98,1.168,5549.0,0.3886,2025-08-26,2020
GJ 7 b,3.169846050870158,1.3596517,10.215213,0.467,0.44,3650.0,0.0675,2025-12-16,2023
GJ 9827 b,4.870816599732279,1.52901969,1.2089765,0.659,0.651,4255.0,0.01866,2023-12-10,2017
GJ 9827 c,1.9203480589022823,1.199363,3.648086,0.659,0.651,4255.0,0.03896,2023-12-10,2017
GJ 9827 d,3.4210174029451257,1.95496169,6.20183,0.659,0.651,4255.0,0.0555,2023-12-10,2017
Gliese 12 b,0.7090026773761738,0.90400585,12.761416,0.241,0.269,3253.0,0.066,2025-06-26,2024
HAT-P-10 Ab,146.25167336010762,11.713404999999998,3.722469,0.82,0.81,4980.0,0.0439,2024-07-31,2008
HAT-P-11 b,23.400267737617217,4.360301,4.887802443,0.809,0.683,4780.0,0.053,2025-11-24,2009
HAT-P-12 b,66.92282138639581,10.637341,3.2130598,0.73,0.7,4650.0,0.0384,2025-07-28,2009
HAT-P-13 b,286.144578313254,16.14096,2.916415,1.22,1.56,5638.0,0.045,2024-08-05,2009
HAT-P-14 Ab,777.0414993306586,11.32109,4.627686,1.386,1.468,6600.0,0.0606,2024-07-31,2010
HAT-P-15 b,618.7081659973247,12.016048,10.863502,1.013,1.08,5568.0,0.0964,2018-12-17,2010
HAT-P-16 Ab,1333.1157965194154,14.448400999999999,2.77596,1.218,1.237,6158.0,0.0413,2024-07-31,2010
HAT-P-17 b,181.54283801874223,10.98482,10.3385308,0.857,0.837,5246.0,0.0828,2024-08-02,2010
HAT-P-18 Ab,58.182730923694976,10.614923,5.508029,0.77,0.717,4870.0,0.0559,2024-07-31,2010
HAT-P-19 b,92.83801874163352,12.688587999999998,4.008784,0.842,0.82,4990.0,0.0466,2015-08-26,2010
HAT-P-1 Bb,166.9176706827315,14.784671,4.46529976,1.151,1.174,5980.0,0.05561,2024-08-04,2006
HAT-P-20 Ab,2303.781793842043,9.718202999999999,2.875317,0.756,0.694,4595.0,0.0361,2024-07-31,2010
HAT-P-21 b,1291.7838018741677,11.478016,4.124461,0.947,1.105,5588.0,0.0494,2014-09-28,2010
HAT-P-22 Ab,682.6137884872848,12.10572,3.21222,0.916,1.04,5302.0,0.0414,2024-08-01,2010
HAT-P-23 Ab,664.4912985274453,15.333912000000002,1.212884,1.13,1.29,5924.0,0.0232,2025-09-04,2010
HAT-P-24 Ab,217.7878179384211,13.921578,3.35524,1.191,1.317,6373.0,0.0465,2024-07-31,2010
HAT-P-25 b,180.27108433735,13.338709999999999,3.652836,1.01,0.959,5500.0,0.0466,2013-05-31,2010
HAT-P-26 b,18.599397590361512,6.389129999999999,4.234502,0.816,0.788,5079.0,0.0479,2025-11-24,2010
HAT-P-27 Ab,209.8393574297196,11.825494999999998,3.0395803,0.945,0.898,5300.0,0.0403,2025-02-11,2011
HAT-P-28 b,199.02945113788556,13.585308,3.257215,1.025,1.103,5680.0,0.0434,2024-08-06,2011
HAT-P-29 b,247.35609103079068,12.408363,5.723186,1.207,1.224,6087.0,0.0667,2025-03-31,2011
HAT-P-2 b,2778.7817938420444,10.659759,5.6334729,1.34,1.54,6414.0,0.0674,2012-09-20,2007
HAT-P-30 Ab,229.86947791164738,15.804689999999999,2.81060078,1.18,1.33,6250.0,0.0412,2024-08-02,2011
HAT-P-31 b,690.2443105756382,11.99363,5.005425,1.218,1.36,6065.0,0.055,2018-12-17,2011
HAT-P-32 Ab,238.453815261045,20.052901,2.15000825,1.176,1.387,6001.0,0.03427,2025-04-01,2011
HAT-P-33 Ab,242.5870147255698,20.478842999999998,3.474474,1.403,1.777,6401.0,0.0503,2024-07-31,2011
HAT-P-34 b,1157.2958500669383,12.800677999999998,5.4526482,1.36,1.45,6509.0,0.0861,2024-08-05,2012
HAT-P-35 Ab,335.10709504685525,14.930388,3.646706,1.236,1.435,6096.0,0.0498,2025-02-11,2012
HAT-P-36 b,582.4631860776459,14.168175999999999,1.327347,1.022,1.096,5580.0,0.0238,2012-01-13,2012
HAT-P-37 b,371.67001338688215,13.204201999999999,2.797436,0.929,0.877,5500.0,0.0379,2012-01-13,2012
HAT-P-38 b,84.88955823293202,9.247425,4.640382,0.886,0.923,5330.0,0.0523,2019-06-14,2012
HAT-P-39 Ab,190.44511378848793,17.609339,3.54387,1.404,1.625,6430.0,0.0509,2024-07-31,2012
HAT-P-3 Ab,187.90160642570345,9.269843,2.899703,0.917,0.799,5224.0,0.03866,2024-08-14,2007
HAT-P-40 b,195.5321285140569,19.391569999999998,4.457243,1.512,2.206,6080.0,0.0608,2014-07-10,2012
HAT-P-41 Ab,254.350736278448,18.887165,2.694047,1.32,1.65,6479.0,0.0426,2024-08-04,2012
HAT-P-42 b,309.9899598393585,14.313892999999998,4.641876,1.179,1.528,5743.0,0.0575,2018-12-17,2012
HAT-P-43 b,209.8393574297196,14.381146999999999,3.332688,1.048,1.104,5645.0,0.0443,2018-12-17,2012
HAT-P-44 Bb,124.63186077643952,14.34752,4.301217,0.939,0.979,5295.0,0.0507,2024-09-12,2013
HAT-P-45 Ab,283.60107095046953,15.984034,3.128992,1.259,1.319,6330.0,0.0452,2025-12-02,2013
HAT-P-46 b,156.74364123159359,14.392356,4.463129,1.763,1.395,7587.0,0.0577,2025-12-02,2013
HAT-P-47 b,65.49531459170035,14.717417,4.732182,1.387,1.515,6703.0,0.0615,2017-06-25,2016
HAT-P-48 b,53.413654618474084,12.677379,4.40865,1.099,1.223,5946.0,0.0543,2017-06-25,2016
HAT-P-49 b,550.0334672021438,16.230632,2.6915575,1.543,1.833,6820.0,0.0412,2024-08-01,2014
HAT-P-4 b,216.19812583668082,14.23543,3.0565114,1.26,1.59,5890.0,0.0446,2013-05-07,2007
HAT-P-50 b,432.39625167336163,14.437192,3.1220109,1.273,1.698,6280.0,0.0453,2015-07-27,2015
HAT-P-51 Ab,98.24297188755054,14.493236999999999,4.2180278,0.976,1.041,5449.0,0.05069,2024-08-01,2015
HAT-P-52 b,260.3915662650611,11.309880999999999,2.7535953,0.887,0.893,5131.0,0.03694,2018-12-17,2015
HAT-P-53 b,472.77443105756527,14.773462,1.9616241,1.093,1.209,5956.0,0.03159,2015-08-17,2015
HAT-P-54 b,241.6331994645256,10.581295999999998,3.799847,0.645,0.617,4390.0,0.04117,2024-08-06,2014
HAT-P-55 b,185.0401606425709,13.249037999999999,3.5852467,1.013,1.011,5808.0,0.04604,2024-04-23,2015
HAT-P-56 b,734.4377510040187,16.92559,2.79083,1.42,1.47,6566.0,0.0423,2021-02-05,2015
HAT-P-57 Ab,588.1860776439111,15.838317,2.465295,1.47,1.5,7500.0,0.0406,2025-03-31,2015
HAT-P-58 b,118.27309236947832,14.930388,4.013837,1.031,1.53,5931.0,0.04994,2020-07-15,2020
HAT-P-59 b,489.6251673360124,12.587707,4.1419771,1.0,1.1,5678.0,0.05064,2020-07-15,2020
HAT-P-5 b,337.0147255689436,14.033667999999999,2.788491,1.163,1.137,5960.0,0.04079,2024-08-06,2007
HAT-P-60 b,182.49665327978641,18.281879,4.7947813,1.435,2.197,6212.0,0.06277,2020-07-15,2020
HAT-P-61 b,336.0609103078994,10.076891,1.90231289,1.004,0.938,5587.0,0.0301,2020-07-15,2020
HAT-P-62 b,241.95113788487365,12.027256999999999,2.6453235,1.023,1.17,5629.0,0.03772,2020-07-15,2020
HAT-P-63 b,195.21419009370882,12.542871,3.377728,0.925,0.9661,5400.0,0.04294,2020-07-15,2020
HAT-P-64 b,184.40428380187478,19.088927,4.007232,1.298,1.735,6457.0,0.05387,2020-07-15,2020
HAT-P-65 b,167.55354752342762,21.18501,2.6054552,1.212,1.86,5835.0,0.03951,2016-09-12,2016
HAT-P-66 b,248.94578313253098,17.82231,2.972086,1.255,1.881,6002.0,0.04363,2018-04-12,2016
HAT-P-67 Ab,143.072289156627,23.98726,4.8101088,1.292,2.648,6417.0,0.06505,2025-04-22,2017
HAT-P-68 b,230.18741633199542,12.016048,2.29840551,0.6785,0.67,4508.0,0.02996,2020-11-02,2020
HAT-P-69 b,1138.2195448460548,18.786284,4.7869491,1.698,1.854,7724.0,0.06555,2020-03-04,2019
HAT-P-6 b,352.91164658634665,14.291474999999998,3.8529972,1.29,1.46,6570.0,0.0494,2024-08-05,2007
HAT-P-70 b,2155.622489959847,20.96083,2.74432452,1.89,1.858,8450.0,0.04739,2025-12-09,2019
HAT-P-7 Ab,569.1097724230274,16.92559,2.20473825,1.347,1.993,6532.23,0.039,2025-05-14,2008
HAT-P-8 Ab,429.21686746988104,15.91678,3.076318,1.285,1.431,6401.79,0.0473,2024-08-02,2008
HAT-P-9 b,213.01874163320022,15.692599999999999,3.922814,1.28,1.32,6350.0,0.053,2013-05-31,2008
HATS-10 b,167.23560910307955,10.861521,3.312846,1.1,1.105,5880.0,0.0449,2015-08-17,2015
HATS-11 b,270.247657295851,18.035280999999998,3.619188,1.06,1.462,5871.0,0.0507,2024-08-06,2016
HATS-12 b,756.6934404283827,7.756627999999999,3.142702,1.16,1.17,6357.0,0.0441,2025-12-01,2016
HATS-13 b,172.6405622489966,13.585308,3.0440499,0.962,0.887,5523.0,0.04057,2022-10-31,2015
HATS-14 b,340.5120481927722,11.646150999999998,2.7667641,0.967,0.933,5346.0,0.03815,2022-10-31,2015
HATS-15 b,689.9263721552902,12.385945,1.74748753,0.871,0.922,5311.0,0.02712,2023-04-26,2014
HATS-16 b,1039.658634538156,14.5717,2.686502,0.97,1.238,5738.0,0.03744,2016-04-28,2015
HATS-17 b,425.4016064257043,8.709393,16.254611,1.131,1.091,5846.0,0.1308,2016-05-06,2016
HATS-18 b,629.5180722891588,14.986433,0.8378434,1.037,1.02,5600.0,0.01761,2016-06-06,2016
HATS-19 b,135.75970548862162,18.606939999999998,4.569673,1.303,1.74,5896.0,0.0589,2016-07-11,2016
HATS-1 Ab,589.7757697456512,14.594118,3.446459,0.986,1.038,5870.0,0.0444,2025-03-21,2012
HATS-20 b,86.79718875502039,8.698184,3.7992969,0.91,0.892,5406.0,0.04619,2016-07-11,2016
HATS-21 b,105.55555555555593,12.587707,3.5543973,1.08,1.021,5695.0,0.04676,2016-07-28,2016
HATS-22 b,871.1512717536845,10.682177,4.7228124,0.759,0.689,4803.0,0.05025,2016-07-11,2016
HATS-23 b,467.3694779116482,20.84874,2.1605156,1.121,1.199,5780.0,0.03397,2016-07-11,2015
HATS-24 b,775.7697456492664,16.667783,1.3484954,1.212,1.172,6346.0,0.02547,2016-07-11,2016
HATS-25 b,194.89625167336078,14.123339999999999,4.2986432,0.994,1.107,5715.0,0.05163,2016-07-28,2016
HATS-26 b,206.659973226239,19.61575,3.3023881,1.299,2.04,6071.0,0.04735,2022-07-15,2016
HATS-27 b,168.5073627844718,16.813499999999998,4.637038,1.415,1.74,6438.0,0.0611,2016-07-28,2016
HATS-28 b,213.65461847389633,13.383545999999999,3.1810781,0.929,0.922,5498.0,0.04131,2016-07-28,2016
HATS-29 b,207.6137884872832,14.022458999999998,4.6058749,1.032,1.073,5670.0,0.05475,2016-07-28,2016
HATS-2 b,427.6271753681407,13.092111999999998,1.354133,0.882,0.898,5227.0,0.023,2013-04-29,2013
HATS-30 Ab,224.46452476573035,13.170575,3.1743516,1.093,1.061,5943.0,0.04354,2024-08-01,2016
HATS-31 b,279.7858099062928,18.382759999999998,3.37796,1.275,1.87,6050.0,0.0478,2016-07-11,2016
HATS-32 b,292.50334672021523,14.000041000000001,2.8126548,1.099,1.097,5700.0,0.04024,2016-07-11,2016
HATS-33 b,378.9825970548875,13.78707,2.5495551,1.062,1.022,5659.0,0.03727,2016-07-11,2016
HATS-34 b,299.18005354752444,16.028869999999998,2.1061607,0.955,0.98,5380.0,0.03166,2022-10-31,2016
HATS-35 b,388.5207496653293,16.409976,1.8209933,1.317,1.433,6300.0,0.03199,2016-07-11,2016
HATS-36 b,887.0481927710874,12.923977,4.175186,1.1,1.1,5950.0,0.0523,2021-02-05,2018
HATS-37 Ab,31.47590361445794,6.792654,4.3315366,0.843,0.877,5326.0,0.04913,2024-09-17,2020
HATS-38 b,23.52744310575644,6.882326,4.375021,0.89,1.105,5732.0,0.05036,2024-09-17,2020
HATS-39 b,200.30120481927779,17.59813,4.5776348,1.379,1.621,6572.0,0.06,2018-05-14,2018
HATS-3 b,340.5120481927722,15.479629,3.547851,1.209,1.404,6351.0,0.0485,2022-10-31,2013
HATS-40 b,505.5220883534154,17.71022,3.2642736,1.56,2.26,6460.0,0.04997,2018-04-16,2018
HATS-41 b,3084.0026773761815,14.90797,4.193649,1.496,1.71,6424.0,0.0583,2018-04-16,2018
HATS-42 b,597.7242302543527,15.692599999999999,2.292102,1.273,1.48,6060.0,0.03689,2018-04-16,2018
HATS-43 b,82.98192771084366,13.226619999999999,4.3888497,0.837,0.812,5099.0,0.04944,2017-07-26,2017
HATS-44 b,178.04551539491362,11.960002999999999,2.7439004,0.86,0.847,5080.0,0.03649,2025-02-19,2017
HATS-45 b,222.55689424364198,14.414774,4.1876244,1.272,1.315,6450.0,0.05511,2025-02-19,2017
HATS-46 b,55.003346720214374,10.121727,4.7423729,0.917,0.853,5495.0,0.05367,2022-10-31,2017
HATS-47 Ab,117.31927710843414,12.520453,3.9228038,0.674,0.6564,4512.0,0.04269,2025-09-04,2020
HATS-48 Ab,77.25903614457857,8.9672,3.1316666,0.7279,0.7152,4546.0,0.03769,2024-07-31,2020
HATS-49 b,112.23226238286517,8.574885,4.1480467,0.7133,0.6977,4405.0,0.04515,2020-02-17,2020
HATS-4 b,420.63253012048335,11.43318,2.516729,1.001,0.925,5403.0,0.0362,2014-05-21,2014
HATS-50 b,123.9959839357434,12.66617,3.8297015,1.168,1.117,5990.0,0.05046,2017-12-15,2017
HATS-51 b,244.17670682731008,15.804689999999999,3.3488702,1.187,1.44,5758.0,0.04639,2017-12-15,2017
HATS-52 b,712.1820615796545,15.490837999999998,1.3665436,1.111,1.046,6010.0,0.02498,2017-12-15,2017
HATS-53 b,189.17336010709568,15.02006,3.8537768,0.964,1.1,5644.0,0.04753,2017-12-15,2017
HATS-54 b,239.40763052208916,11.377134999999999,2.5441765,1.05,1.23,5621.0,0.037,2022-11-03,2018
HATS-56 b,191.39892904953211,18.920792,4.324799,1.573,2.201,6536.0,0.06043,2024-09-17,2018
HATS-57 Ab,1000.5522088353447,12.66617,2.350621,1.026,0.96,5587.0,0.03493,2024-08-01,2018
HATS-58 Ab,327.4765729585018,12.273855,4.2180896,1.461,1.433,7175.0,0.05798,2024-09-17,2018
HATS-59 b,256.25836680053635,12.621334,5.416081,1.038,1.036,5670.0,0.06112,2018-05-16,2018
HATS-5 b,75.35140562249022,10.222608,4.763387,0.936,0.871,5304.0,0.0542,2022-09-02,2014
HATS-60 b,210.4752342704157,12.923977,3.560829,1.1,1.46,5690.0,0.04708,2021-03-29,2018
HATS-61 b,1080.990629183404,13.394755,7.817953,1.075,1.667,5541.0,0.07908,2021-03-29,2018
HATS-62 Ab,56.910977242302735,11.825494999999998,3.2768837,0.911,0.923,5435.0,0.04163,2025-09-04,2018
HATS-63 b,305.22088353413756,13.529263,3.0566527,0.931,1.07,5626.0,0.04026,2021-03-29,2018
HATS-64 b,305.22088353413756,18.819911,4.908897,1.562,2.113,6560.0,0.06562,2021-03-29,2018
HATS-65 Ab,261.02744310575724,16.824709,3.105161,1.269,1.296,6276.0,0.04497,2025-03-21,2018
HATS-66 b,1694.6117804551598,15.815899,3.1414391,1.406,1.851,6606.0,0.04714,2021-03-29,2018
HATS-67 b,461.010709504687,18.887165,1.6091788,1.44,1.44,6605.0,0.03032,2021-03-29,2018
HATS-68 b,410.1405622489974,13.8106089,3.5862202,1.337,1.769,6122.0,0.05071,2021-07-06,2018
HATS-69 b,183.4504685408306,10.592505,2.2252577,0.892,0.8785,5137.0,0.03211,2021-03-29,2018
HATS-6 Bb,101.42235609103113,11.186582,3.3252725,0.574,0.57,3724.0,0.03623,2025-03-30,2014
HATS-70 b,4101.405622489974,15.513255999999998,1.8882378,1.78,1.88,7930.0,0.03632,2019-01-25,2018
HATS-71 b,143.072289156627,12.10572,3.79551764,0.569,0.5161,3254.0,0.03946,2025-12-08,2018
HATS-72 b,39.869477911646726,8.0973816,7.3279474,0.7311,0.7214,4656.1,0.066517,2020-02-17,2020
HATS-74 Ab,464.1900937081676,11.567688,1.73185606,0.6,0.5758,3776.9,0.02384,2024-07-29,2021
HATS-75 b,156.10776439089744,9.908756,2.7886556,0.6017,0.5848,3790.4,0.032742,2021-12-15,2021
HATS-76 b,835.8601070950497,12.094510999999999,1.9416423,0.662,0.626,4016.0,0.02658,2021-12-06,2021
HATS-77 b,436.84738955823445,13.058485,3.0876262,0.655,0.643,4071.0,0.03607,2021-12-06,2021
HATS-7 b,38.152610441767195,6.310667,3.185315,0.849,0.815,4985.0,0.04012,2016-04-28,2015
HATS-8 b,43.875502008032285,9.785457,3.583893,1.056,1.086,5679.0,0.04667,2015-06-04,2015
HATS-9 b,266.75033467202235,13.854324,1.915291,1.1,1.56,5599.0,0.0312,2021-02-05,2015
HD 100546 b,524.5983935742989,77.3421,91250.0,2.4,1.6,11000.0,53.0,2024-08-06,2013
HD 106315 b,10.491967871485981,2.398726,9.55288,1.09,1.3,6327.0,0.0907,2025-02-11,2017
HD 106315 c,12.08165997322628,4.3804772,21.05652,1.09,1.3,6327.0,0.1536,2025-02-11,2017
HD 110067 b,5.691097724230274,2.1999904299999997,9.113678,0.798,0.788,5266.0,0.0793,2023-11-30,2023
HD 110067 c,6.295180722891589,2.3897588,13.673694,0.798,0.788,5266.0,0.104,2023-11-29,2023
HD 110067 d,8.523929049531489,2.8504487000000003,20.519617,0.798,0.788,5266.0,0.136,2023-11-29,2023
HD 110067 e,3.910642570281138,1.9402778999999999,30.793091,0.798,0.788,5266.0,0.1785,2023-11-29,2023
HD 110067 f,5.042503346720231,2.600488,41.05854,0.798,0.788,5266.0,0.2163,2023-12-07,2023
HD 110067 g,8.393574297188783,2.60698922,54.76992,0.798,0.788,5266.0,0.262,2023-11-30,2023
HD 110113 b,4.552878179384219,2.0501261,2.541,0.997,0.968,5732.0,0.035,2022-06-07,2021
HD 114082 b,2543.50736278448,11.209,109.75,1.47,1.49,6651.0,0.5109,2022-11-08,2022
HD 118203 b,689.9263721552902,12.778259999999998,6.13499,1.353,1.993,5872.0,0.07082,2024-09-04,2005
HD 1397 b,131.94444444444488,11.500434,11.53533,1.322,2.328,5528.0,0.1097,2025-12-08,2018
HD 149026 b,89.02275769745681,8.29466,2.8758916,1.3,1.497,6147.0,0.041,2025-11-24,2005
HD 152843 b,9.824297188755054,3.0499689,11.6264,1.15,1.43,6310.0,0.1049,2023-10-25,2021
HD 152843 c,9.674866131191465,5.9396491000000005,27.13,1.15,1.43,6310.0,0.148,2023-10-25,2021
HD 17156 b,1015.8132530120516,12.273855,21.2163979,1.275,1.508,6079.0,0.1623,2014-08-16,2007
HD 183579 b,9.601740294511412,3.5297141,17.471278,1.031,0.985,5788.0,0.1334,2023-02-22,2021
HD 189733 Ab,361.81392235609223,12.755841999999998,2.219,0.8,0.805,4875.0,0.031,2024-07-29,2005
HD 190622 b,7.694109772423052,3.0870706899999996,15.507612,1.044,1.205,6088.0,0.1236,2023-05-12,2023
HD 191939 b,9.856091030789859,3.396327,8.88029,0.81,0.945,5427.0,0.078,2024-09-12,2020
HD 191939 c,7.217202141900962,3.0802332,28.5805,0.81,0.945,5427.0,0.17,2023-06-02,2020
HD 191939 d,5.7864792503346925,3.0398807999999997,38.3525,0.81,0.945,5427.0,0.207,2023-06-02,2020
HD 202772 Ab,320.4819277108445,17.508458,3.30887883,1.703,2.614,6230.0,0.0519,2025-12-08,2018
HD 20329 b,7.423862115127201,1.7194606000000001,0.926118,0.9,1.13,5596.0,0.018,2024-10-02,2022
HD 207496 Ab,6.104417670682751,2.2496462999999998,6.441008,0.8,0.769,4819.0,0.0629,2025-02-11,2023
HD 207897 b,15.896921017403,2.50498732,16.202157,0.801,0.779,5071.0,0.1164,2021-10-19,2021
HD 209458 b,219.37751004016138,15.468419999999998,3.52472,1.148,1.203,6092.0,0.04747,2024-11-19,1999
HD 213885 Ab,8.832329317269107,1.74501712,1.008035,1.068,1.101,5978.0,0.02012,2024-10-31,2019
HD 21520 b,7.916666666666694,2.6969974899999998,25.1292,1.09,1.044,5871.0,0.1726,2024-06-17,2024
HD 219134 b,4.269912985274446,1.502006,3.093292,0.794,0.778,4699.0,0.037,2022-09-16,2015
HD 219134 c,3.9615127175368277,1.4150241599999998,6.765159,0.794,0.778,4699.0,0.062,2021-02-16,2015
